countyicp,sex,age,marst,race,bpl,hcovany,hcovpriv,educ,incwage,incbus00,work_income
110,male,52,"married, spouse present",white,out of state,coverage,private coverage,5+ years of college,353802,0,353802
0,male,42,"married, spouse present",white,maine,no coverage,no private coverage,4 years of college,134833,0,134833
0,female,42,"married, spouse present",white,maine,coverage,private coverage,4 years of college,59327,0,59327
0,male,48,divorced,white,out of state,coverage,private coverage,5+ years of college,124046,0,124046
0,female,37,divorced,white,maine,coverage,private coverage,2 years of college,88450,0,88450
0,male,52,"married, spouse present",white,out of state,coverage,private coverage,grade 12,36351,0,36351
0,female,47,"married, spouse present",white,out of state,coverage,private coverage,1 year of college,23731,0,23731
10,male,46,"married, spouse present",white,maine,coverage,private coverage,5+ years of college,75507,0,75507
10,female,50,"married, spouse present",white,out of state,coverage,private coverage,4 years of college,26967,0,26967
0,male,38,"married, spouse present",chinese,out of state,coverage,private coverage,5+ years of college,107866,0,107866
190,male,57,"married, spouse present",white,maine,coverage,private coverage,grade 12,0,43147,43147
190,female,56,"married, spouse present",white,maine,coverage,private coverage,grade 12,48540,0,48540
0,female,44,"married, spouse present",white,out of state,coverage,private coverage,4 years of college,48432,0,48432
0,male,43,"married, spouse present",white,out of state,coverage,private coverage,1 year of college,27830,0,27830
0,male,57,"married, spouse present",white,out of state,coverage,private coverage,5+ years of college,102473,0,102473
0,female,57,"married, spouse present",white,out of state,coverage,private coverage,4 years of college,107866,0,107866
190,male,19,"single, never married",white,maine,coverage,private coverage,1 year of college,1618,0,1618
0,male,75,"married, spouse present",white,maine,coverage,no private coverage,grade 12,658,0,658
0,male,52,"married, spouse present",white,out of state,coverage,private coverage,grade 12,32360,0,32360
0,female,58,"married, spouse present",white,out of state,coverage,private coverage,1 year of college,23731,0,23731
0,male,37,"single, never married",white,maine,no coverage,no private coverage,1 year of college,20279,0,20279
0,female,18,"single, never married",white,maine,coverage,private coverage,grade 12,971,0,971
0,female,33,"married, spouse present",white,maine,coverage,private coverage,1 year of college,53933,0,53933
0,male,34,"married, spouse present",white,maine,coverage,private coverage,4 years of college,80900,0,80900
10,female,30,"married, spouse present",white,maine,coverage,private coverage,4 years of college,11865,0,11865
10,male,31,"married, spouse present",white,maine,coverage,private coverage,grade 12,53933,0,53933
0,female,42,"married, spouse present",white,maine,coverage,no private coverage,2 years of college,6472,0,6472
0,male,46,"married, spouse present",white,maine,coverage,no private coverage,grade 12,13807,2805,16612
0,female,45,divorced,white,out of state,coverage,private coverage,5+ years of college,17259,0,17259
10,male,73,"married, spouse present",white,out of state,coverage,private coverage,grade 11,113260,0,113260
0,male,68,"married, spouse present",white,out of state,coverage,no private coverage,1 year of college,0,76585,76585
0,female,62,"married, spouse present",white,out of state,coverage,private coverage,grade 12,66877,0,66877
190,female,45,divorced,white,out of state,coverage,no private coverage,grade 12,32252,0,32252
190,male,21,"single, never married",white,maine,coverage,private coverage,2 years of college,3236,0,3236
0,male,65,"married, spouse present",white,out of state,coverage,private coverage,5+ years of college,38832,0,38832
0,female,65,"married, spouse present",white,out of state,coverage,private coverage,2 years of college,7227,0,7227
0,male,54,"married, spouse present",white,maine,coverage,private coverage,grade 12,86293,0,86293
0,female,56,"married, spouse present",white,maine,coverage,private coverage,grade 12,26967,0,26967
0,female,30,divorced,white,maine,no coverage,no private coverage,1 year of college,12944,0,12944
0,male,32,"single, never married",white,maine,no coverage,no private coverage,grade 12,31281,0,31281
0,male,51,"single, never married",white,out of state,coverage,private coverage,5+ years of college,55012,0,55012
0,female,20,"single, never married",biracial,maine,coverage,private coverage,grade 12,3020,0,3020
190,female,53,"married, spouse present",white,out of state,coverage,private coverage,4 years of college,63641,0,63641
190,male,56,"married, spouse present",white,maine,coverage,private coverage,4 years of college,161800,0,161800
110,female,48,"married, spouse present",white,out of state,coverage,private coverage,5+ years of college,30203,0,30203
110,male,48,"married, spouse present",white,out of state,coverage,private coverage,2 years of college,48216,0,48216
0,male,36,"single, never married",white,maine,coverage,no private coverage,4 years of college,10787,0,10787
0,female,32,"single, never married",white,maine,coverage,no private coverage,grade 12,19416,0,19416
190,male,29,"married, spouse present",white,out of state,coverage,private coverage,5+ years of college,28045,0,28045
190,female,30,"married, spouse present",white,out of state,coverage,private coverage,4 years of college,0,33439,33439
0,female,61,"married, spouse present",white,maine,coverage,private coverage,2 years of college,34517,0,34517
0,female,25,"single, never married",white,maine,coverage,private coverage,2 years of college,21573,0,21573
0,female,24,"single, never married",white,maine,coverage,private coverage,5+ years of college,6256,0,6256
0,female,75,"married, spouse present",white,out of state,coverage,private coverage,2 years of college,1294,0,1294
0,male,78,"married, spouse present",white,maine,coverage,private coverage,5+ years of college,539,0,539
0,female,29,"single, never married",white,maine,coverage,private coverage,1 year of college,26535,0,26535
10,female,73,divorced,white,out of state,coverage,no private coverage,grade 12,9708,0,9708
10,male,77,divorced,white,maine,coverage,private coverage,5+ years of college,18337,0,18337
10,male,18,"single, never married",white,out of state,coverage,private coverage,grade 12,2697,0,2697
0,male,46,"married, spouse present",white,out of state,coverage,no private coverage,5+ years of college,31066,0,31066
0,female,38,"married, spouse present",white,out of state,coverage,no private coverage,2 years of college,20279,0,20279
0,male,25,"single, never married",white,maine,coverage,private coverage,1 year of college,0,11002,11002
0,male,28,divorced,white,out of state,coverage,private coverage,4 years of college,32360,0,32360
0,male,61,"married, spouse present",white,maine,coverage,private coverage,grade 12,37753,0,37753
0,female,57,"married, spouse present",white,maine,coverage,private coverage,2 years of college,30203,0,30203
0,male,26,"single, never married",white,maine,no coverage,no private coverage,grade 12,24809,0,24809
0,male,56,"single, never married",white,maine,coverage,private coverage,grade 9,64720,0,64720
0,female,44,"married, spouse present",white,maine,coverage,private coverage,grade 12,0,44225,44225
0,male,45,"married, spouse present",white,maine,coverage,private coverage,grade 12,15641,12836,28477
0,male,31,"married, spouse present",white,maine,no coverage,no private coverage,grade 12,60405,32360,92765
190,female,58,"married, spouse present",white,maine,coverage,private coverage,grade 12,45304,0,45304
190,male,58,"married, spouse present",white,maine,coverage,private coverage,2 years of college,0,53933,53933
110,female,28,"married, spouse present",white,maine,coverage,no private coverage,grade 12,30203,0,30203
0,female,53,"married, spouse present",white,maine,coverage,private coverage,1 year of college,53933,0,53933
0,male,54,"married, spouse present",white,maine,coverage,private coverage,2 years of college,129440,0,129440
0,male,18,"single, never married",white,maine,coverage,private coverage,grade 12,2697,0,2697
0,female,54,"married, spouse present",white,out of state,coverage,private coverage,2 years of college,24486,421,24907
0,male,61,"married, spouse present",white,out of state,coverage,private coverage,grade 12,36567,28369,64936
110,female,24,"single, never married",white,maine,coverage,private coverage,4 years of college,21573,0,21573
0,male,27,"single, never married",white,out of state,coverage,private coverage,4 years of college,15641,0,15641
0,male,27,"single, never married",white,maine,coverage,private coverage,4 years of college,43147,8629,51776
190,female,29,"single, never married",white,out of state,coverage,private coverage,4 years of college,32360,0,32360
190,male,26,separated,black,out of state,coverage,private coverage,2 years of college,46383,0,46383
110,male,41,"married, spouse present",white,maine,coverage,private coverage,4 years of college,37753,0,37753
110,female,40,"married, spouse present",white,maine,coverage,private coverage,5+ years of college,32360,0,32360
0,male,52,"married, spouse present",white,maine,coverage,private coverage,grade 12,25888,0,25888
0,female,20,"single, never married",white,out of state,coverage,private coverage,1 year of college,4099,0,4099
0,female,48,"married, spouse present",white,maine,coverage,private coverage,grade 12,33439,0,33439
0,male,54,"married, spouse present",white,out of state,coverage,private coverage,grade 9,20495,0,20495
110,male,53,"married, spouse present",white,out of state,coverage,private coverage,grade 12,57169,0,57169
110,female,54,"married, spouse present",white,maine,coverage,private coverage,grade 12,2481,0,2481
0,male,59,"married, spouse present",white,out of state,coverage,private coverage,4 years of college,86293,0,86293
0,female,57,"married, spouse present",white,maine,coverage,private coverage,grade 12,25888,0,25888
